timestamp,Spot,Option_Value,Ideal_Delta,H_Bandwidth,Held_Shares,Action,Trade_Size,Transaction_Cost,Cash
2024-11-08 09:01:00,4861.4,32.479507984588736,0.2118087028098058,0.0251235925943223,0.1866851102154835,BUY,0.1866851102154835,1.815101989603103,-909.3660967911546
2024-11-08 09:02:00,4861.04,32.4035158751858,0.21143503942136738,0.025106975023701864,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:03:00,4860.4,32.26900511587553,0.21077242154466191,0.025077371336511306,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:04:00,4855.91,31.33908898997413,0.20616171026911317,0.024867980617325595,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:05:00,4851.37,30.41960270539107,0.20155672642318495,0.024653518427193637,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:06:00,4847.43,29.638328782848134,0.19760712256488855,0.024465237946099366,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:07:00,4845.49,29.25914027277338,0.19567799940254804,0.024371818950172996,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:08:00,4844.72,29.109478062455423,0.19491465298666338,0.0243346190117521,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:09:00,4846.31,29.418199840241073,0.1964895860224607,0.02441139795303056,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:10:00,4843.89,28.948519866631273,0.19409275530323944,0.024294450608744154,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:11:00,4840.32,28.26626502999534,0.19058792770788968,0.02412062096868098,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:12:00,4842.28,28.63881616929052,0.19250602290340552,0.024216266531827204,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:13:00,4839.03,28.02228071864465,0.189328746991909,0.024057453051355225,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:14:00,4837.79,27.789555691954433,0.18812384088865114,0.023996537819287834,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:15:00,4841.16,28.424367923176305,0.19140489972178648,0.02416171150426805,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:16:00,4844.47,29.05861135392763,0.19465920049469837,0.024322630814166926,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:17:00,4848.08,29.762622394000914,0.1982441244550327,0.024496607048287794,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:18:00,4847.68,29.68363070745795,0.1978439306145648,0.0244774266341083,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:19:00,4846.53,29.458006715272404,0.19669783868339624,0.02442214172841826,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:20:00,4844.95,29.150268294509033,0.19512971474689284,0.02434591013950549,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:21:00,4851.1,30.360478883820974,0.20126822221516305,0.0246409463335212,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:22:00,4852.22,30.584663790912714,0.20239677660154048,0.024694173268877927,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:23:00,4851.4,30.419851456314518,0.20156837958610802,0.024655248610954344,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:24:00,4848.38,29.81951583497198,0.19853654170902074,0.024511099193193813,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:25:00,4847.52,29.649993733476663,0.19767714000356268,0.02446984859997387,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:26:00,4847.55,29.655567980434398,0.19770601143951944,0.024471304822955585,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:27:00,4842.93,28.758626628058778,0.19312929133925222,0.024248075823151433,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:28:00,4845.12,29.180719919250123,0.19528967570763905,0.02435424095626962,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:29:00,4843.46,28.85979844966448,0.19364904063690774,0.024273845489584216,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:30:00,4845.81,29.314153555338066,0.19597142629556075,0.024387593081446175,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:31:00,4846.27,29.403473163903413,0.19642702574688325,0.024409790974203538,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:32:00,4846.54,29.45586659199921,0.19669429460651872,0.024422814201461175,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:33:00,4845.01,29.15782430931438,0.19517559114692523,0.024348993038270934,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:34:00,4846.24,29.39667733441115,0.19639411375798294,0.024408388657405855,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:35:00,4849.16,29.97012342695166,0.1993054858521482,0.024548620134728024,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:36:00,4850.73,30.281800312791347,0.20088033420489154,0.024623581332845784,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
2024-11-08 09:37:00,4852.0,30.535658768321355,0.2021591397278089,0.024683991499033223,0.1866851102154835,HOLD,0.0,0.0,-909.3660967911546
