timestamp,Spot,Option_Value,Ideal_Delta,Held_Shares,Action,Trade_Size,Transaction_Cost,Loss_Wait_Score,Loss_Trade_Score,Cash
2024-11-08 09:01:00,4861.4,232.89110788765493,0.8321381128140547,0.8321381128140547,BUY,0.8321381128140547,8.09071244326849,224.97683286005469,4.045356221634245,-4053.4469340775136
2024-11-08 09:02:00,4861.04,232.592498743943,0.8317493116942829,0.8321381128140547,HOLD,0.0,0.0,5.4562611972617244e-08,0.0018899777952554998,-4053.4469340775136
2024-11-08 09:03:00,4860.4,232.0622750864186,0.8310553953858002,0.8321381128140547,HOLD,0.0,0.0,4.2301525382239787e-07,0.005262439788288164,-4053.4469340775136
2024-11-08 09:04:00,4855.91,228.3572328259702,0.8261233977875546,0.8321381128140547,HOLD,0.0,0.0,1.3030261080831629e-05,0.02920691484433202,-4053.4469340775136
2024-11-08 09:05:00,4851.37,224.63356771068766,0.8210395006760276,0.8321381128140547,HOLD,0.0,0.0,4.4284107266824056e-05,0.05384347396806052,-4053.4469340775136
2024-11-08 09:06:00,4847.43,221.42074902052127,0.8165486591924831,0.8321381128140547,HOLD,0.0,0.0,8.723015213769725e-05,0.07556878516881484,-4053.4469340775136
2024-11-08 09:07:00,4845.49,219.84510517126773,0.8143112356011918,0.8321381128140547,HOLD,0.0,0.0,0.00011397450068853502,0.0863799552661551,-4053.4469340775136
2024-11-08 09:08:00,4844.72,219.22067814302181,0.8134191714176595,0.8321381128140547,HOLD,0.0,0.0,0.00012562662202603161,0.09068802976194368,-4053.4469340775136
2024-11-08 09:09:00,4846.31,220.50960249383115,0.8152628145094585,0.8321381128140547,HOLD,0.0,0.0,0.00010216615463581168,0.08178292692654772,-4053.4469340775136
2024-11-08 09:10:00,4843.89,218.54798791213307,0.81245585720721,0.8321381128140547,HOLD,0.0,0.0,0.00013884173373325762,0.09533868111143882,-4053.4469340775136
2024-11-08 09:11:00,4840.32,215.66681809154943,0.8082637965953712,0.8321381128140547,HOLD,0.0,0.0,0.0002039819697130584,0.11555933027961822,-4053.4469340775136
2024-11-08 09:12:00,4842.28,217.24616351656778,0.8105751162207826,0.8321381128140547,HOLD,0.0,0.0,0.00016653279619014823,0.10441406714366962,-4053.4469340775136
2024-11-08 09:13:00,4839.03,214.62872789537232,0.8067367029626495,0.8321381128140547,HOLD,0.0,0.0,0.00023078842405021337,0.12291818431324508,-4053.4469340775136
2024-11-08 09:14:00,4837.79,213.63310488688376,0.8052600077862919,0.8321381128140547,HOLD,0.0,0.0,0.00025826946736704273,0.13003062772226048,-4053.4469340775136
2024-11-08 09:15:00,4841.16,216.34166983427576,0.8092619870624169,0.8321381128140547,HOLD,0.0,0.0,0.0001873464946743418,0.11074698494379874,-4053.4469340775136
2024-11-08 09:16:00,4844.47,219.01499582684937,0.8131406102265096,0.8321381128140547,HOLD,0.0,0.0,0.0001293800501049793,0.09203283136028446,-4053.4469340775136
2024-11-08 09:17:00,4848.08,221.9451306793885,0.8173116454030387,0.8321381128140547,HOLD,0.0,0.0,7.892174491284203e-05,0.07187990012599849,-4053.4469340775136
2024-11-08 09:18:00,4847.68,221.6192823968354,0.8168542110412671,0.8321381128140547,HOLD,0.0,0.0,8.38529048758374e-05,0.07409146494590699,-4053.4469340775136
2024-11-08 09:19:00,4846.53,220.68423140580535,0.8155320064294511,0.8321381128140547,HOLD,0.0,0.0,9.894165967756049e-05,0.0804819927761728,-4053.4469340775136
2024-11-08 09:20:00,4844.95,219.40217650202976,0.8137046422023196,0.8321381128140547,HOLD,0.0,0.0,0.00012183570183952783,0.08930924344032577,-4053.4469340775136
2024-11-08 09:21:00,4851.1,224.40658410497417,0.8207585103147226,0.8321381128140547,HOLD,0.0,0.0,4.6549646478850065e-05,0.05520358968451005,-4053.4469340775136
2024-11-08 09:22:00,4852.22,225.32226027045954,0.8220251184231062,0.8321381128140547,HOLD,0.0,0.0,3.678089125031179e-05,0.04907047364364804,-4053.4469340775136
2024-11-08 09:23:00,4851.4,224.65103649320463,0.8211010175176803,0.8321381128140547,HOLD,0.0,0.0,4.379509785929142e-05,0.05354536412083087,-4053.4469340775136
2024-11-08 09:24:00,4848.38,222.18655998356735,0.8176660673866263,0.8321381128140547,HOLD,0.0,0.0,7.520295136818457e-05,0.07016597560943538,-4053.4469340775136
2024-11-08 09:25:00,4847.52,221.48636550128367,0.8166811016358329,0.8321381128140547,HOLD,0.0,0.0,8.575747982455834e-05,0.07492817082665397,-4053.4469340775136
2024-11-08 09:26:00,4847.55,221.51036461018657,0.8167170999834508,0.8321381128140547,HOLD,0.0,0.0,8.535955459590791e-05,0.0747541307469941,-4053.4469340775136
2024-11-08 09:27:00,4842.93,217.764973810421,0.8113598900905303,0.8321381128140547,HOLD,0.0,0.0,0.00015467314870283688,0.10062747817443786,-4053.4469340775136
2024-11-08 09:28:00,4845.12,219.53672179444447,0.8139141668127823,0.8321381128140547,HOLD,0.0,0.0,0.00011909010111577646,0.08829720524968501,-4053.4469340775136
2024-11-08 09:29:00,4843.46,218.19253010437342,0.8119827960807846,0.8321381128140547,HOLD,0.0,0.0,0.00014557018642648385,0.09762147038492436,-4053.4469340775136
2024-11-08 09:30:00,4845.81,220.09542013605005,0.8147168137951577,0.8321381128140547,HOLD,0.0,0.0,0.00010886181790323827,0.08442030499876127,-4053.4469340775136
2024-11-08 09:31:00,4846.27,220.46832638092974,0.8152501563098844,0.8321381128140547,HOLD,0.0,0.0,0.0001023177932269522,0.0818435969674654,-4053.4469340775136
2024-11-08 09:32:00,4846.54,220.68715504792954,0.8155633700894046,0.8321381128140547,HOLD,0.0,0.0,9.856868064127801e-05,0.08033015360472567,-4053.4469340775136
2024-11-08 09:33:00,4845.01,219.44556598823283,0.8137940980988769,0.8321381128140547,HOLD,0.0,0.0,0.00012065904521992317,0.08887693473518346,-4053.4469340775136
2024-11-08 09:34:00,4846.24,220.44277204382843,0.8152200770330108,0.8321381128140547,HOLD,0.0,0.0,0.00010268132465017987,0.08198886172352615,-4053.4469340775136
2024-11-08 09:35:00,4849.16,222.81763571150805,0.8185745953977243,0.8321381128140547,HOLD,0.0,0.0,6.607838737273198e-05,0.06577166611457291,-4053.4469340775136
2024-11-08 09:36:00,4850.73,224.09836699565903,0.8203622634254979,0.8321381128140547,HOLD,0.0,0.0,4.9840275815311315e-05,0.057121465904554136,-4053.4469340775136
2024-11-08 09:37:00,4852.0,225.1363385835757,0.8218001023914734,0.8321381128140547,HOLD,0.0,0.0,3.843237863625581e-05,0.05016002657036452,-4053.4469340775136
2024-11-08 09:38:00,4851.5,224.72692477768624,0.821237071924057,0.8321381128140547,HOLD,0.0,0.0,4.272378860070126e-05,0.05288639987782365,-4053.4469340775136
2024-11-08 09:39:00,4852.71,225.716851624622,0.822602821347514,0.8321381128140547,HOLD,0.0,0.0,3.270531761133247e-05,0.04627200425259697,-4053.4469340775136
2024-11-08 09:40:00,4854.08,226.83971242532516,0.8241406025948139,0.8321381128140547,HOLD,0.0,0.0,2.3019994491855753e-05,0.038820554405012274,-4053.4469340775136
2024-11-08 09:41:00,4852.85,225.8307601727288,0.8227632885295115,0.8321381128140547,HOLD,0.0,0.0,3.16156239038331e-05,0.04549461602924533,-4053.4469340775136
2024-11-08 09:42:00,4853.8,226.60919581000553,0.8238304215053985,0.8321381128140547,HOLD,0.0,0.0,2.4837404213659393e-05,0.04032387207395528,-4053.4469340775136
2024-11-08 09:43:00,4850.93,224.25901773006626,0.8205996889672738,0.8321381128140547,HOLD,0.0,0.0,4.7854715673232136e-05,0.05597208639106509,-4053.4469340775136
2024-11-08 09:44:00,4850.9,224.23411138756455,0.8205672291360253,0.8321381128140547,HOLD,0.0,0.0,4.812374841380589e-05,0.05612919963375275,-4053.4469340775136
2024-11-08 09:45:00,4850.27,223.71917029193264,0.819853930272269,0.8321381128140547,HOLD,0.0,0.0,5.4225816708700496e-05,0.05958160205694669,-4053.4469340775136
2024-11-08 09:46:00,4845.91,220.1701404030655,0.814856898641523,0.8321381128140547,HOLD,0.0,0.0,0.00010712255976499302,0.08374320857081309,-4053.4469340775136
2024-11-08 09:47:00,4844.93,219.37510902006443,0.8137225163526136,0.8321381128140547,HOLD,0.0,0.0,0.00012159853469976788,0.08922227576392977,-4053.4469340775136
2024-11-08 09:48:00,4844.69,219.18027204778855,0.8134451651987054,0.8321381128140547,HOLD,0.0,0.0,0.00012527641365768564,0.0905615363826068,-4053.4469340775136
2024-11-08 09:49:00,4843.95,218.58078140991483,0.8125851116415417,0.8321381128140547,HOLD,0.0,0.0,0.0001370275537247209,0.09471376002959443,-4053.4469340775136
2024-11-08 09:50:00,4844.69,219.17946663673456,0.8134482094438727,0.8321381128140547,HOLD,0.0,0.0,0.00012523561313007684,0.09054678795848678,-4053.4469340775136
2024-11-08 09:51:00,4842.92,217.74716366115808,0.8113846217528726,0.8321381128140547,HOLD,0.0,0.0,0.00015430452546728456,0.10050749693001988,-4053.4469340775136
2024-11-08 09:52:00,4843.18,217.95686597642316,0.8116904177913543,0.8321381128140547,HOLD,0.0,0.0,0.00014980685515052867,0.09903186758004207,-4053.4469340775136
2024-11-08 09:53:00,4844.58,219.08916405495575,0.8133248668136204,0.8321381128140547,HOLD,0.0,0.0,0.00012688827145213613,0.09114227530878412,-4053.4469340775136
2024-11-08 09:54:00,4843.06,217.85907285716075,0.8115530596334617,0.8321381128140547,HOLD,0.0,0.0,0.00015181875802314194,0.09969464765680278,-4053.4469340775136
2024-11-08 09:55:00,4843.43,218.15775291470345,0.8119872502385355,0.8321381128140547,HOLD,0.0,0.0,0.00014550405143177314,0.09759929232414713,-4053.4469340775136
2024-11-08 09:56:00,4842.74,217.59972211025251,0.811181372971429,0.8321381128140547,HOLD,0.0,0.0,0.00015732998412843141,0.10148804230547716,-4053.4469340775136
2024-11-08 09:57:00,4842.09,217.07452349003597,0.810420241623655,0.8321381128140547,HOLD,0.0,0.0,0.0001689203487808811,0.10515988691232246,-4053.4469340775136
