timestamp,Spot,Ideal_Delta,H_Bandwidth,Held_Shares,Action,Trade_Size,Cash
2024-11-04 09:01:00,4873.04,0.5472944073837771,0.03184284151518133,0.5154515658685958,BUY,0.5154515658685958,-2516.8397307373825
2024-11-04 09:02:00,4873.47,0.5479311501014048,0.0318379831224391,0.5160931669789657,BUY,0.0006416011103699271,-2519.9728081482635
2024-11-04 09:03:00,4875.37,0.5507419034871651,0.031815330420825114,0.51892657306634,BUY,0.0028334060873743683,-2533.814338990538
2024-11-04 09:04:00,4876.66,0.5526482875205521,0.03179940660934682,0.5208488809112053,BUY,0.0019223078448652453,-2543.2075296488283
2024-11-04 09:05:00,4876.74,0.5527666661153884,0.031798551992423034,0.5209681141229654,BUY,0.00011923321176010582,-2543.7901619606937
2024-11-04 09:06:00,4875.98,0.551644120115229,0.03180826147795233,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:07:00,4874.83,0.549944278449809,0.0318225555786876,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:08:00,4873.93,0.5486130699814021,0.03183351051634856,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:09:00,4875.16,0.5504326659516088,0.03181885611575141,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:10:00,4872.85,0.5470146907097201,0.03184647466333261,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:11:00,4873.26,0.547621944134409,0.031841872864463834,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:12:00,4872.45,0.546422620882449,0.031851391188564865,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:13:00,4873.59,0.5481108215300358,0.03183832367675816,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:14:00,4874.8,0.5499013159130486,0.03182403169385674,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:15:00,4874.4,0.549309834714378,0.03182901481564497,0.5209681141229654,HOLD,0.0,-2543.7901619606937
2024-11-04 09:16:00,4877.84,0.5543932320842914,0.03178617585697422,0.5226070562273172,BUY,0.0016389421043517816,-2551.8006483096938
2024-11-04 09:17:00,4876.71,0.5527250212045739,0.031800835108112005,0.5226070562273172,HOLD,0.0,-2551.8006483096938
2024-11-04 09:18:00,4876.95,0.5530797173538912,0.031797944579556,0.5226070562273172,HOLD,0.0,-2551.8006483096938
2024-11-04 09:19:00,4875.25,0.5505677908445419,0.03181934359869397,0.5226070562273172,HOLD,0.0,-2551.8006483096938
2024-11-04 09:20:00,4875.68,0.5512037061875246,0.03181420859467746,0.5226070562273172,HOLD,0.0,-2551.8006483096938
2024-11-04 09:21:00,4875.69,0.5512186985370888,0.03181424364421977,0.5226070562273172,HOLD,0.0,-2551.8006483096938
2024-11-04 09:22:00,4878.69,0.555648824565426,0.03177597562484476,0.5238728489405812,BUY,0.0012657927132639912,-2557.988409382472
2024-11-04 09:23:00,4879.45,0.5567698099089067,0.03176598812600362,0.5250038217829031,BUY,0.0011309728423218868,-2563.5179718688105
2024-11-04 09:24:00,4879.13,0.5562982438379664,0.031770438359016204,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:25:00,4878.43,0.5552659966446922,0.03177988328847134,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:26:00,4878.71,0.5556793025322068,0.03177634369709227,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:27:00,4877.05,0.5532294294106029,0.03179809618309303,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:28:00,4877.6,0.5540417694262868,0.03179118772256082,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:29:00,4878.18,0.5548980743961476,0.03178379928728599,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:30:00,4877.15,0.5533777897660683,0.03179729342304997,0.5250038217829031,HOLD,0.0,-2563.5179718688105
2024-11-04 09:31:00,4881.09,0.5591882644891413,0.03174479284128546,0.5274434716478558,BUY,0.0024396498649527087,-2575.4499387292512
2024-11-04 09:32:00,4879.82,0.5573175163714077,0.03176241099643606,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:33:00,4875.2,0.5504967322866708,0.031822180349995025,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:34:00,4873.37,0.5477890389186962,0.03184424905397462,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:35:00,4872.27,0.5461599443690497,0.03185711122265254,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:36:00,4872.26,0.5461452998039403,0.03185738452762079,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:37:00,4871.39,0.5448560201873922,0.031867339642101235,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:38:00,4872.06,0.5458492794840436,0.03185997479717805,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:39:00,4874.48,0.5494329155871727,0.03183187051319475,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:40:00,4874.8,0.5499065349686793,0.031828165134708146,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:41:00,4873.86,0.5485157596147006,0.03183959179631613,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:42:00,4872.01,0.5457758606341665,0.031861178788182745,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:43:00,4871.28,0.5446939040115896,0.03186952013178882,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:44:00,4872.05,0.5458354804236506,0.03186104498241636,0.5274434716478558,HOLD,0.0,-2575.4499387292512
2024-11-04 09:45:00,4873.15,0.547465284237325,0.03184857001296433,0.5274434716478558,HOLD,0.0,-2575.4499387292512
