timestamp,Spot,Option_Value,Ideal_Delta,H_Bandwidth,Held_Shares,Action,Trade_Size,Transaction_Cost,Cash
2025-04-30 09:01:00,5170.59,121.88402801671464,0.63285380136441,0.03657095869454875,0.5962828426698613,BUY,0.5962828426698613,6.166268206960717,-3089.300371687319
2025-04-30 09:02:00,5173.25,123.56869123205297,0.6375559125914118,0.036459692442801186,0.6010962201486105,BUY,0.0048133774787492145,0.04980161008387875,-3114.2509783393425
2025-04-30 09:03:00,5173.38,123.65050864871091,0.6377865624476237,0.03645440414149141,0.6013321583061323,BUY,0.0002359381575217645,0.0024411954907198924,-3115.474017280193
2025-04-30 09:04:00,5174.73,124.51015272743825,0.6401644334789454,0.036396668498015705,0.6037677649809297,BUY,0.0024356066747973637,0.02520721385654832,-3128.1028314223236
2025-04-30 09:05:00,5174.34,124.26035188317564,0.6394800644890606,0.0364137569492153,0.6037677649809297,HOLD,0.0,0.0,-3128.1028314223236
2025-04-30 09:06:00,5171.53,122.4738395787308,0.6345248662876061,0.03653319757044088,0.6037677649809297,HOLD,0.0,0.0,-3128.1028314223236
2025-04-30 09:07:00,5172.72,123.2274582433597,0.6366285959922204,0.036483433689865445,0.6037677649809297,HOLD,0.0,0.0,-3128.1028314223236
2025-04-30 09:08:00,5175.15,124.77502075695384,0.6409086682933705,0.03637943930919161,0.6045292289841788,BUY,0.0007614640032491682,0.007881380872829866,-3132.0514032396113
2025-04-30 09:09:00,5175.76,125.16447636532848,0.6419812031711543,0.03635307525201497,0.6056281279191393,BUY,0.0010988989349605127,0.011375274303222448,-3137.750415665526
2025-04-30 09:10:00,5176.3,125.50968521520281,0.6429298208809491,0.03632961627797262,0.6066002046029765,BUY,0.000972076683837142,0.010063521077092396,-3142.792239725149
2025-04-30 09:11:00,5176.5,125.63712023497828,0.6432819003708881,0.03632104684551274,0.6069608535253753,BUY,0.00036064892239884294,0.0037337982935952215,-3144.66287267024
2025-04-30 09:12:00,5180.39,128.14573210175877,0.6500741342577856,0.0361460989166268,0.6139280353411588,BUY,0.006967181815783485,0.07218543801333323,-3180.82777711492
2025-04-30 09:13:00,5180.78,128.39791040949376,0.6507537064256466,0.03612838494228504,0.6146253214833615,BUY,0.0006972861422026577,0.00722497219960137,-3184.4474881869205
2025-04-30 09:14:00,5180.86,128.44898337489258,0.6508943437228152,0.036124932966434424,0.6147694107563808,BUY,0.00014408927301934327,0.0014930127020299894,-3185.1954875506376
2025-04-30 09:15:00,5184.93,131.1051429550953,0.6579378389253956,0.035933465510489065,0.6220043734149066,BUY,0.007234962658525745,0.07502554987413979,-3222.7832880375818
2025-04-30 09:16:00,5183.22,129.9844559907947,0.6549880889232318,0.036015171706201686,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:17:00,5182.17,129.29847658444896,0.6531722688462831,0.036064773883683586,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:18:00,5180.14,127.97845701072947,0.6496490332615722,0.03615901429265475,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:19:00,5181.79,129.04926918831825,0.6525168525718525,0.03608299159310425,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:20:00,5179.39,127.49115452375509,0.6483463187756056,0.03619374415711316,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:21:00,5179.26,127.4062198255665,0.6481213637267451,0.03619989573174383,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:22:00,5179.76,127.72884231307808,0.6489940767732514,0.03617736320845037,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:23:00,5182.02,129.1955711907126,0.652922256489899,0.03607321371585469,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:24:00,5182.96,129.80772787250862,0.6545518068968287,0.036029337498967084,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:25:00,5183.51,130.16625588233637,0.6555045227261168,0.03600357413439793,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:26:00,5181.59,128.91306068237736,0.652181500605848,0.03609397388563894,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
2025-04-30 09:27:00,5181.62,128.93171414740527,0.6522352012488517,0.03609281685127395,0.6220043734149066,HOLD,0.0,0.0,-3222.7832880375818
